id,zipcode,seasonality,price_median_zs,price_buy,gain_tot,price_sale,date_sale
4060000240,98178,summer,"230000,0","205425,0","61627,5","267052,5",winter
8068000585,98178,summer,"230000,0","235000,0","23500,0","258500,0",summer
1180008315,98178,summer,"230000,0","212000,0","63600,0","275600,0",winter
1180007005,98178,summer,"230000,0","265950,0","26595,0","292545,0",summer
4058801065,98178,summer,"230000,0","272000,0","27200,0","299200,0",summer
7812801925,98178,summer,"230000,0","230000,0","23000,0","253000,0",summer
3352402272,98178,summer,"230000,0","230000,0","23000,0","253000,0",summer
3348401622,98178,summer,"230000,0","223000,0","66900,0","289900,0",winter
1180005280,98178,summer,"230000,0","239950,0","23995,0","263945,0",summer
4059400585,98178,summer,"230000,0","218000,0","65400,0","283400,0",winter
4060000290,98178,summer,"230000,0","253000,0","25300,0","278300,0",summer
3347401315,98178,summer,"230000,0","220000,0","66000,0","286000,0",winter
2144800146,98178,summer,"230000,0","257500,0","25750,0","283250,0",summer
561000075,98178,spring,"243000,0","260000,0","26000,0","286000,0",summer
3352402236,98178,spring,"243000,0","252500,0","25250,0","277750,0",summer
185000118,98178,spring,"243000,0","212000,0","63600,0","275600,0",summer
3810000465,98178,spring,"243000,0","243000,0","24300,0","267300,0",summer
7129300420,98178,spring,"243000,0","258000,0","25800,0","283800,0",summer
7812800681,98178,spring,"243000,0","166000,0","49800,0","215800,0",summer
1180005220,98178,spring,"243000,0","225000,0","67500,0","292500,0",summer
1180002735,98178,fall,"237475,0","269000,0","26900,0","295900,0",winter
4279900140,98178,fall,"237475,0","251000,0","25100,0","276100,0",summer
3352400351,98178,fall,"237475,0","200000,0","60000,0","260000,0",summer
7657600005,98178,fall,"237475,0","249950,0","24995,0","274945,0",winter
7689600630,98178,fall,"237475,0","216500,0","64950,0","281450,0",summer
4059400190,98178,fall,"237475,0","225000,0","67500,0","292500,0",summer
1455100116,98125,spring,"375000,0","397500,0","39750,0","437250,0",summer
751000060,98125,spring,"375000,0","353000,0","105900,0","458900,0",summer
3226049117,98125,spring,"375000,0","387500,0","38750,0","426250,0",summer
4427100105,98125,spring,"375000,0","398000,0","39800,0","437800,0",summer
7663700551,98125,spring,"375000,0","336000,0","100800,0","436800,0",summer
7715600050,98125,spring,"375000,0","385000,0","38500,0","423500,0",summer
4427100025,98125,spring,"375000,0","270000,0","81000,0","351000,0",summer
3992700775,98125,spring,"375000,0","410000,0","41000,0","451000,0",summer
3448002267,98125,spring,"375000,0","385000,0","38500,0","423500,0",summer
7663700772,98125,spring,"375000,0","370000,0","111000,0","481000,0",summer
6414100133,98125,spring,"375000,0","337000,0","101100,0","438100,0",summer
705000120,98125,spring,"375000,0","395000,0","39500,0","434500,0",summer
8820903560,98125,spring,"375000,0","380000,0","38000,0","418000,0",summer
3834500170,98125,spring,"375000,0","375000,0","37500,0","412500,0",summer
3822200087,98125,spring,"375000,0","355000,0","106500,0","461500,0",summer
8822900115,98125,spring,"375000,0","306000,0","91800,0","397800,0",summer
6381500110,98125,spring,"375000,0","330000,0","99000,0","429000,0",summer
6370000070,98125,fall,"375000,0","359000,0","107700,0","466700,0",winter
2126049032,98125,fall,"375000,0","375000,0","37500,0","412500,0",summer
6632300478,98125,fall,"375000,0","400000,0","40000,0","440000,0",summer
7663700261,98125,fall,"375000,0","395000,0","39500,0","434500,0",summer
5272200040,98125,fall,"375000,0","375000,0","37500,0","412500,0",winter
751000190,98125,fall,"375000,0","355000,0","106500,0","461500,0",winter
9324800025,98125,fall,"375000,0","325500,0","97650,0","423150,0",summer
4077800258,98125,fall,"375000,0","400000,0","40000,0","440000,0",summer
9324800110,98125,summer,"379250,0","420000,0","42000,0","462000,0",summer
6381501636,98125,summer,"379250,0","320000,0","96000,0","416000,0",winter
6855700115,98125,summer,"379250,0","357250,0","107175,0","464425,0",winter
1787600164,98125,summer,"379250,0","310000,0","93000,0","403000,0",winter
3992700265,98125,summer,"379250,0","385100,0","38510,0","423610,0",summer
1454100056,98125,summer,"379250,0","355000,0","106500,0","461500,0",winter
8820900670,98125,summer,"379250,0","399950,0","39995,0","439945,0",summer
1454100480,98125,summer,"379250,0","378500,0","113550,0","492050,0",winter
6381500065,98125,summer,"379250,0","376500,0","112950,0","489450,0",winter
6413100311,98125,summer,"379250,0","390000,0","39000,0","429000,0",summer
7663700783,98125,summer,"379250,0","369500,0","110850,0","480350,0",winter
3992700326,98125,summer,"379250,0","380000,0","38000,0","418000,0",summer
6413600285,98125,summer,"379250,0","402000,0","40200,0","442200,0",summer
8632100010,98125,summer,"379250,0","365000,0","109500,0","474500,0",winter
9421500130,98125,summer,"379250,0","378000,0","113400,0","491400,0",winter
8901000491,98125,summer,"379250,0","390000,0","39000,0","429000,0",summer
6381500265,98125,summer,"379250,0","397000,0","39700,0","436700,0",summer
5667100025,98125,summer,"379250,0","405000,0","40500,0","445500,0",summer
114101516,98028,spring,"379950,0","310000,0","93000,0","403000,0",summer
5634500392,98028,spring,"379950,0","330000,0","99000,0","429000,0",summer
3649100320,98028,spring,"379950,0","330000,0","99000,0","429000,0",summer
4140900140,98028,spring,"379950,0","438000,0","43800,0","481800,0",summer
7297700055,98028,spring,"379950,0","306000,0","91800,0","397800,0",summer
3949600090,98028,spring,"379950,0","335000,0","100500,0","435500,0",summer
6179900090,98028,spring,"379950,0","415000,0","41500,0","456500,0",summer
3582750280,98028,spring,"379950,0","347000,0","104100,0","451100,0",summer
3582750170,98028,spring,"379950,0","410000,0","41000,0","451000,0",summer
5628400080,98028,spring,"379950,0","420000,0","42000,0","462000,0",summer
3649100306,98028,spring,"379950,0","379900,0","113970,0","493870,0",summer
3579700100,98028,spring,"379950,0","389000,0","38900,0","427900,0",summer
3815500035,98028,spring,"379950,0","385000,0","38500,0","423500,0",summer
2570500230,98028,spring,"379950,0","400000,0","40000,0","440000,0",summer
3816300105,98028,spring,"379950,0","435000,0","43500,0","478500,0",summer
114100354,98028,spring,"379950,0","249000,0","74700,0","323700,0",summer
8045600130,98028,spring,"379950,0","425000,0","42500,0","467500,0",summer
3818700190,98028,spring,"379950,0","387846,0","38784,6","426630,6",summer
3649100346,98028,spring,"379950,0","322968,0","96890,4","419858,4",summer
4189800050,98028,spring,"379950,0","335000,0","100500,0","435500,0",summer
766900250,98028,spring,"379950,0","406000,0","40600,0","446600,0",summer
6181700250,98028,spring,"379950,0","350000,0","105000,0","455000,0",summer
3649100031,98028,spring,"379950,0","345000,0","103500,0","448500,0",summer
5631501161,98028,spring,"379950,0","425000,0","42500,0","467500,0",summer
8718500610,98028,spring,"379950,0","379950,0","37995,0","417945,0",summer
8718500075,98028,fall,"396000,0","396000,0","39600,0","435600,0",winter
2570500090,98028,fall,"396000,0","385000,0","115500,0","500500,0",winter
1357300240,98028,fall,"396000,0","333500,0","100050,0","433550,0",summer
3818700016,98028,fall,"396000,0","434000,0","43400,0","477400,0",summer
114100297,98028,fall,"396000,0","400000,0","40000,0","440000,0",summer
4140500050,98028,fall,"396000,0","362000,0","108600,0","470600,0",winter
3818700185,98028,fall,"396000,0","400000,0","40000,0","440000,0",summer
3649100315,98028,summer,"385500,0","418800,0","41880,0","460680,0",summer
8718500495,98028,summer,"385500,0","375000,0","112500,0","487500,0",winter
3824100235,98028,summer,"385500,0","425000,0","42500,0","467500,0",summer
3649100276,98028,summer,"385500,0","368000,0","110400,0","478400,0",winter
3582750120,98028,summer,"385500,0","409000,0","40900,0","449900,0",summer
5631500905,98028,summer,"385500,0","272925,0","81877,5","354802,5",winter
5634500182,98028,summer,"385500,0","396000,0","39600,0","435600,0",summer
114101426,98028,summer,"385500,0","375000,0","112500,0","487500,0",winter
3579800405,98028,summer,"385500,0","440000,0","44000,0","484000,0",summer
3824100211,98028,summer,"385500,0","370000,0","111000,0","481000,0",winter
9238901420,98136,spring,"438000,0","442000,0","44200,0","486200,0",summer
2594200375,98136,spring,"438000,0","427500,0","128250,0","555750,0",summer
3522900061,98136,spring,"438000,0","418000,0","125400,0","543400,0",summer
2461900945,98136,spring,"438000,0","438000,0","43800,0","481800,0",summer
312000295,98136,spring,"438000,0","400000,0","120000,0","520000,0",summer
5705500075,98136,spring,"438000,0","388000,0","116400,0","504400,0",summer
1090000075,98136,spring,"438000,0","393000,0","117900,0","510900,0",summer
4322200105,98136,spring,"438000,0","229050,0","68715,0","297765,0",summer
2594200350,98136,spring,"438000,0","445000,0","44500,0","489500,0",summer
2810100040,98136,spring,"438000,0","485000,0","48500,0","533500,0",summer
7625701900,98136,spring,"438000,0","467500,0","46750,0","514250,0",summer
7626200235,98136,spring,"438000,0","464600,0","46460,0","511060,0",summer
2815600235,98136,spring,"438000,0","450600,0","45060,0","495660,0",summer
7625701891,98136,summer,"416500,0","435000,0","43500,0","478500,0",summer
2493200435,98136,summer,"416500,0","360000,0","108000,0","468000,0",winter
9417400215,98136,summer,"416500,0","363000,0","108900,0","471900,0",winter
7625703637,98136,summer,"416500,0","286000,0","85800,0","371800,0",winter
7104100050,98136,summer,"416500,0","485000,0","48500,0","533500,0",summer
3013300968,98136,summer,"416500,0","416500,0","41650,0","458150,0",summer
4315700175,98136,summer,"416500,0","440000,0","44000,0","484000,0",summer
7625703065,98136,summer,"416500,0","375000,0","112500,0","487500,0",winter
9100000040,98136,summer,"416500,0","480000,0","48000,0","528000,0",summer
826000480,98136,summer,"416500,0","448500,0","44850,0","493350,0",summer
3524039228,98136,summer,"416500,0","394000,0","118200,0","512200,0",winter
3013301525,98136,fall,"425000,0","453500,0","45350,0","498850,0",summer
7626200280,98136,fall,"425000,0","425000,0","42500,0","467500,0",summer
7104100065,98136,fall,"425000,0","425000,0","42500,0","467500,0",summer
3560800040,98136,fall,"425000,0","400000,0","120000,0","520000,0",summer
7625703405,98136,fall,"425000,0","431000,0","43100,0","474100,0",summer
3123800080,98136,fall,"425000,0","365000,0","109500,0","474500,0",summer
9557200090,98136,fall,"425000,0","399000,0","119700,0","518700,0",summer
6054650070,98074,fall,"510000,0","400000,0","120000,0","520000,0",winter
8644400060,98074,fall,"510000,0","568000,0","56800,0","624800,0",winter
1825069031,98074,fall,"510000,0","550000,0","55000,0","605000,0",winter
3575304895,98074,fall,"510000,0","406550,0","121965,0","528515,0",winter
3325069060,98074,fall,"510000,0","510000,0","51000,0","561000,0",summer
7504180070,98074,fall,"510000,0","577000,0","57700,0","634700,0",winter
3575302880,98074,fall,"510000,0","339300,0","101790,0","441090,0",summer
6600220300,98074,fall,"510000,0","600000,0","60000,0","660000,0",summer
8562901010,98074,fall,"510000,0","505000,0","151500,0","656500,0",winter
6054650510,98074,summer,"454800,0","347000,0","104100,0","451100,0",winter
3575303970,98074,summer,"454800,0","340000,0","102000,0","442000,0",winter
8562901250,98074,summer,"454800,0","516000,0","51600,0","567600,0",summer
8644400040,98074,summer,"454800,0","605000,0","60500,0","665500,0",summer
8562900310,98074,summer,"454800,0","615000,0","61500,0","676500,0",summer
3575200030,98074,summer,"454800,0","549000,0","54900,0","603900,0",summer
1939120540,98074,summer,"454800,0","640000,0","64000,0","704000,0",summer
8562901830,98074,summer,"454800,0","454800,0","45480,0","500280,0",summer
3575304017,98074,summer,"454800,0","315000,0","94500,0","409500,0",winter
3575302759,98074,summer,"454800,0","365000,0","109500,0","474500,0",winter
3575303700,98074,summer,"454800,0","324950,0","97485,0","422435,0",winter
7715801040,98074,spring,"544975,0","465000,0","139500,0","604500,0",summer
7504400850,98074,spring,"544975,0","442000,0","132600,0","574600,0",summer
1925069006,98074,spring,"544975,0","355000,0","106500,0","461500,0",summer
6817800630,98074,spring,"544975,0","385000,0","115500,0","500500,0",summer
3578401060,98074,spring,"544975,0","625000,0","62500,0","687500,0",summer
2872900280,98074,spring,"544975,0","540000,0","162000,0","702000,0",summer
8078410280,98074,spring,"544975,0","550000,0","55000,0","605000,0",summer
6817801150,98074,spring,"544975,0","555000,0","55500,0","610500,0",summer
3578400780,98074,spring,"544975,0","508800,0","152640,0","661440,0",summer
7504001080,98074,spring,"544975,0","590000,0","59000,0","649000,0",summer
6600220150,98074,spring,"544975,0","549950,0","54995,0","604945,0",summer
7715801030,98074,spring,"544975,0","510000,0","153000,0","663000,0",summer
3575301550,98074,spring,"544975,0","560000,0","56000,0","616000,0",summer
8562900180,98074,spring,"544975,0","491300,0","147390,0","638690,0",summer
8653600050,98074,spring,"544975,0","572000,0","57200,0","629200,0",summer
3578401210,98074,spring,"544975,0","557000,0","55700,0","612700,0",summer
8121610110,98053,spring,"377500,0","521000,0","52100,0","573100,0",summer
8807600140,98053,spring,"377500,0","405000,0","40500,0","445500,0",summer
8807300130,98053,spring,"377500,0","330000,0","99000,0","429000,0",summer
8807810660,98053,spring,"377500,0","350000,0","105000,0","455000,0",summer
