id,zipcode,price_sale,date_sale
2525049266,98039,"2413940,0",summer
3025300250,98039,"2219400,0",summer
3262300235,98039,"2130350,0",winter
3262300818,98039,"2051500,0",summer
3025300225,98039,"1986500,0",winter
5425700205,98039,"1980000,0",summer
3625049079,98039,"1970055,0",summer
5427100150,98039,"1931700,0",summer
5427110040,98039,"1923250,0",winter
3738000070,98039,"1884025,0",summer
3262300920,98039,"1884000,0",summer
1056200010,98004,"1846725,0",winter
650000030,98004,"1834413,5",summer
6447300345,98039,"1821200,0",summer
2525049133,98039,"1817400,0",summer
3262300322,98039,"1816100,0",summer
2210500019,98039,"1808718,75",summer
7785000220,98040,"1785167,5",winter
2025059201,98004,"1768492,5",winter
9533100145,98004,"1762500,0",summer
2450000165,98004,"1761045,0",winter
3861400061,98004,"1736661,3",summer
3262301355,98039,"1716000,0",winter
2525049246,98039,"1705000,0",winter
1794500870,98119,"1696403,0",summer
5457300703,98109,"1690429,75",summer
5452302195,98040,"1686675,5",summer
5458800620,98040,"1670920,5",winter
3262301610,98039,"1668844,5",summer
3475000080,98040,"1668500,0",winter
2207500880,98102,"1648617,0",summer
3303700376,98112,"1642354,1",summer
221029019,98070,"1639720,0",summer
3835502815,98039,"1638000,0",winter
9270200160,98119,"1636670,5",winter
647100096,98040,"1609750,0",summer
7000100711,98004,"1605230,0",summer
7971300050,98005,"1603839,75",winter
2174503441,98040,"1600495,0",winter
644000102,98004,"1600495,0",summer
711000070,98004,"1600379,0",winter
5456000135,98040,"1592125,0",winter
7855600080,98006,"1589475,0",summer
8550001515,98070,"1587643,1543999999",summer
5078400190,98004,"1582309,5",winter
686800065,98004,"1568625,0",summer
1923000150,98040,"1568320,0",summer
4389201064,98004,"1562733,0",winter
2581900036,98040,"1562529,0",winter
2397101270,98119,"1561094,8",summer
191100250,98040,"1560000,0",summer
7631800110,98166,"1557734,0",summer
5454000010,98040,"1556220,0",summer
9808700370,98004,"1554640,7",summer
1266200015,98004,"1554051,15",summer
3860400060,98004,"1548100,0",summer
1778500015,98112,"1542850,4",winter
4457300135,98040,"1541280,0",summer
2597531030,98006,"1534680,0",summer
2162000260,98040,"1532417,7",winter
2749600245,98199,"1529152,0",summer
8146100370,98004,"1528800,0",winter
5315100805,98040,"1527500,0",summer
524069049,98075,"1526210,0",summer
4139440460,98006,"1525149,15",winter
6684500040,98004,"1524675,0",summer
8146300205,98004,"1524675,0",winter
9541800065,98005,"1524562,5",winter
9552700550,98006,"1522500,0",summer
8965400390,98006,"1522497,97",summer
2162000190,98040,"1519263,9",summer
8146100325,98004,"1518359,1",summer
5332200320,98112,"1515172,5",winter
5021900779,98040,"1514500,5",summer
4139440610,98006,"1514380,0",summer
9332800020,98005,"1512350,0",summer
5739600427,98004,"1508000,0",summer
4348800080,98004,"1506820,0",winter
8818400155,98105,"1505259,0",summer
9808610410,98004,"1504000,0",winter
1546600125,98005,"1504000,0",winter
1861400060,98119,"1502200,0",summer
4139400910,98006,"1502200,0",summer
2287000010,98040,"1500280,2",winter
4099501215,98040,"1499964,75",winter
1561600025,98004,"1498387,5",winter
1266200120,98004,"1497600,0",summer
2652501630,98109,"1497374,31",summer
9541800075,98005,"1494922,695",summer
224069134,98075,"1492050,0",summer
5459500100,98040,"1490764,0",winter
2450000295,98004,"1490560,0",summer
809001070,98109,"1490115,0",summer
682000030,98004,"1487973,0",winter
5315100394,98040,"1487229,2",summer
5459300040,98040,"1487200,0",winter
8722100030,98112,"1486962,5",summer
2287000280,98040,"1482615,0",winter
5318101185,98112,"1481675,0",summer
1344300090,98112,"1480280,8",summer
4389201021,98004,"1480095,025",summer
1999600320,98006,"1479870,0",summer
4139440730,98006,"1479738,05",summer
2553300120,98075,"1479325,0",summer
7731100066,98105,"1476568,5",winter
3262300940,98039,"1475800,0",summer
3425059206,98005,"1471750,0",summer
8965500900,98006,"1471750,0",summer
9510920050,98075,"1471750,0",summer
5318100935,98112,"1469905,0",winter
3250500140,98004,"1469905,0",summer
1300300730,98040,"1467894,0",summer
2425700005,98004,"1466268,0",summer
2597520720,98006,"1461600,0",winter
3860900111,98004,"1461585,0",summer
624069098,98075,"1460525,0",summer
5318101040,98112,"1459055,0",winter
5016001060,98112,"1459055,0",summer
9828700235,98112,"1458620,7",summer
1117300050,98074,"1454894,1",summer
809002485,98109,"1453480,0",summer
4348800030,98004,"1453326,75",summer
8965400010,98006,"1451450,0",summer
1561600095,98004,"1449460,0",summer
5015000180,98112,"1448405,0",winter
9323610110,98006,"1441300,0",summer
5315100737,98040,"1440270,0",summer
5366200210,98122,"1438862,2",winter
3394100230,98004,"1438500,0",summer
5536100010,98004,"1438500,0",summer
809001965,98109,"1435210,0",summer
7436500120,98033,"1433219,7",summer
2902200915,98102,"1430527,5",winter
7805460310,98006,"1428653,1",winter
3879900753,98119,"1425138,1",winter
8146300015,98004,"1424800,0",winter
2985800225,98105,"1422382,5",summer
2025059150,98004,"1422060,0",summer
9828702895,98112,"1421000,0",winter
5605000215,98112,"1421000,0",summer
714000155,98105,"1419931,0",summer
6003001760,98112,"1419525,0",winter
6205500280,98005,"1418284,8",summer
686800080,98004,"1417265,0",summer
7525420150,98075,"1415875,0",summer
191100665,98040,"1414161,0",summer
2533300025,98119,"1413622,0",summer
8146100610,98004,"1413216,0",summer
6790200180,98075,"1410000,0",winter
9828701747,98112,"1410000,0",summer
824069173,98075,"1410000,0",winter
7000100635,98004,"1410000,0",winter
1825079070,98053,"1409687,0",summer
727500030,98004,"1409379,5",summer
2344300180,98004,"1406990,0",summer
8649900160,98075,"1405775,0",summer
6795100589,98075,"1405095,9",summer
2652500225,98119,"1402597,5",winter
1912100885,98102,"1400700,0",summer
2123039032,98070,"1398702,87",winter
8644210050,98075,"1398670,0",summer
3537900180,98004,"1398390,0",summer
6795100563,98075,"1398250,0",winter
629600130,98075,"1398132,5",winter
2537500140,98075,"1395625,0",summer
8127700820,98199,"1395392,0",summer
4035900060,98006,"1395289,5",winter
7527200110,98075,"1395195,0",summer
5315100393,98040,"1393600,0",summer
6664000130,98004,"1392658,575",winter
6788200295,98112,"1391714,0",winter
6788200360,98112,"1388788,1",summer
5603700095,98006,"1388724,3075",summer
1546600230,98005,"1386877,8",summer
5021900265,98040,"1385877,0",winter
1238501098,98033,"1385794,0",summer
7436500360,98033,"1381743,0",winter
8649900440,98075,"1380400,0",summer
2825059256,98005,"1380400,0",summer
224069145,98075,"1377545,0",summer
3276930420,98075,"1374750,0",winter
7785000010,98040,"1374750,0",summer
2600040160,98006,"1371213,0",winter
425059024,98033,"1370250,0",summer
1726600110,98005,"1370250,0",summer
6790200110,98075,"1370250,0",summer
2432000130,98033,"1370250,0",summer
629000704,98004,"1370000,0",summer
6669000070,98004,"1370000,0",summer
524059322,98004,"1369998,6300000001",summer
7785000260,98040,"1369749,04",winter
2553300140,98075,"1369742,5",winter
5332200550,98112,"1368196,5",summer
2591700037,98004,"1367418,0",summer
3210700170,98004,"1366950,0",summer
249000115,98004,"1366950,0",winter
8084400010,98004,"1366950,0",summer
629000730,98004,"1365585,0",summer
2923039243,98070,"1363400,0",winter
5605000595,98112,"1363355,5",summer
809002610,98109,"1362850,0",winter
6073200075,98006,"1362687,5",summer
4423100095,98102,"1361115,0",summer
5216200090,98070,"1359435,0",summer
2204500480,98006,"1356973,53",summer
524059323,98004,"1356848,0",summer
7856601040,98006,"1356645,0",summer
9542400010,98005,"1356645,0",summer
5458800330,98040,"1356435,0",winter
4094800380,98040,"1356300,0",summer
3394100020,98004,"1356300,0",winter
3856904655,98105,"1355532,5",summer
9828201020,98122,"1354875,75",summer
9542000340,98005,"1354650,0",winter
2155000480,98052,"1354514,5350000001",summer
2174503500,98040,"1354265,0",summer
2436700395,98105,"1353966,3",winter
9560700010,98005,"1353772,54",winter
5307100060,98005,"1353596,9100000001",summer
1266200130,98004,"1352000,0",winter
4400200060,98112,"1352000,0",summer
6189200050,98005,"1351250,0",summer
9533600185,98004,"1349450,0",summer
824059277,98004,"1349450,0",summer
6672900220,98040,"1348080,0",summer
8712100020,98112,"1346820,0",summer
5244801255,98109,"1346761,5",summer
3876900089,98119,"1346755,5045",summer
3204300090,98112,"1345920,0",summer
6189200345,98005,"1345627,95",summer
5451220150,98040,"1342600,0",winter
2288000090,98040,"1342600,0",summer
6664000030,98004,"1342600,0",summer
6071000265,98006,"1341615,0",summer
1872900076,98004,"1341230,0",summer
6600220550,98074,"1341103,5",winter
4232903265,98119,"1340775,4849999999",summer
7805450110,98006,"1340256,0",summer
424069233,98075,"1339800,0",summer
809002675,98109,"1339800,0",summer
824069156,98075,"1339500,0",summer
2770604615,98119,"1338435,0",winter
7000100631,98004,"1338090,0",summer
924059233,98005,"1337770,0",summer
7300200550,98075,"1337770,0",summer
524059052,98004,"1335750,0",summer
3394100030,98004,"1335750,0",summer
5450500010,98040,"1335750,0",summer
809002390,98109,"1335740,0",summer
2397101375,98119,"1335596,5",summer
629000410,98004,"1335259,5",summer
8732300060,98040,"1334500,0",summer
5603700025,98006,"1332972,0",summer
1928300640,98105,"1332104,3",winter
9828702265,98112,"1331150,0",summer
8900000110,98119,"1329967,7",summer
3886901795,98033,"1329650,0",summer
7011201245,98119,"1329650,0",winter
191100410,98040,"1329585,0",summer
7785000230,98040,"1328900,0",summer
1193000220,98199,"1327658,06",summer
3882300100,98052,"1327557,0",summer
5454200080,98040,"1326160,0",summer
8146300020,98004,"1325259,0",summer
2141310490,98006,"1324562,5",summer
573000490,98199,"1324562,5",winter
4232400470,98112,"1323080,0",summer
1947300115,98122,"1322075,2",summer
8649900480,98075,"1320225,0",summer
809002435,98109,"1320225,0",summer
8805900080,98112,"1320000,0",summer
2867100190,98119,"1319500,0",summer
2600000050,98006,"1318107,0",summer
3307700405,98040,"1317863,37",winter
2553300270,98075,"1317470,0",winter
8146100095,98004,"1317230,0",summer
250000320,98004,"1316478,0",winter
2141310820,98006,"1316196,7",summer
1338801060,98112,"1316000,0",summer
2553300030,98075,"1315440,0",summer
7228501580,98122,"1315259,5",summer
3629200020,98040,"1315200,0",summer
9828701085,98112,"1314720,0",summer
424069010,98075,"1314375,0",winter
7000100775,98004,"1314375,0",winter
8078400020,98074,"1314010,5",summer
3904900530,98029,"1314010,5",winter
1245000865,98033,"1313966,0",summer
2600110710,98006,"1312540,6",summer
4458800060,98040,"1311775,0",summer
9323610180,98006,"1311120,0",summer
9542400025,98005,"1311120,0",summer
6666800180,98040,"1310595,0",summer
624100010,98077,"1309350,0",summer
3276930370,98075,"1309350,0",summer
2592210160,98006,"1309299,0",summer
5451210150,98040,"1308350,0",summer
326069132,98077,"1305290,0",summer
824069193,98075,"1304250,0",winter
9541600280,98005,"1303860,0",winter
5021900160,98040,"1303263,0",winter
7504100110,98074,"1303260,0",summer
2591020560,98033,"1303213,9394999999",winter
5450300195,98040,"1303100,0",summer
3425059218,98005,"1302400,0",summer
5160300020,98005,"1301900,0",winter
3307700150,98040,"1301500,0",summer
2524049056,98040,"1301500,0",summer
8651200040,98040,"1301500,0",summer
824059140,98004,"1301335,6",summer
8099800340,98075,"1300464,0",summer
8722101370,98112,"1300000,0",summer
